sample_type,matrix,province,sample_year,antibiotic,antibiotic_class,mean_concentration,max_concentration,concentration_unit,reference_number
soil,soil,Chongqing,2015,Sulfadimidine,Sulfonamides,37.86,198.44,ng/g,149
soil,soil,Chongqing,2015,Sulfameter,Sulfonamides,38.98,192.34,ng/g,149
soil,soil,Chongqing,2015,Tetracycline,Tetracyclines,25.87,81.81,ng/g,149
soil,soil,Chongqing,2015,Trimethoprim,Diaminopyrimidines,15.33,38.99,ng/g,149
soil,soil,Chongqing,2019,Chlortetracycline,Tetracyclines,21.8,160.3,ng/g,66
soil,soil,Chongqing,2019,Oxytetracycline,Tetracyclines,18.92,121.2,ng/g,66
soil,soil,Chongqing,2019,Tetracycline,Tetracyclines,39.1,507.2,ng/g,66
soil,soil,Fujian,2011,Chlortetracycline,Tetracyclines,58.8,58.8,ng/g,192
soil,soil,Fujian,2011,Chlortetracycline,Tetracyclines,240,240,ng/g,192
soil,soil,Fujian,2011,Chlortetracycline,Tetracyclines,864,864,ng/g,192
soil,soil,Fujian,2011,Chlortetracycline,Tetracyclines,2668.9,2668.9,ng/g,192
soil,soil,Fujian,2011,Ciprofloxacin,Fluoroquinolones,35.5,35.5,ng/g,192
soil,soil,Fujian,2011,Ciprofloxacin,Fluoroquinolones,69.6,111.6,ng/g,192
soil,soil,Fujian,2011,Ciprofloxacin,Fluoroquinolones,128.4,237.3,ng/g,192
soil,soil,Fujian,2011,Ciprofloxacin,Fluoroquinolones,138.3,138.3,ng/g,192
soil,soil,Fujian,2011,Enrofloxacin,Fluoroquinolones,34.800000000000004,66.2,ng/g,192
soil,soil,Fujian,2011,Enrofloxacin,Fluoroquinolones,68.45,126.8,ng/g,192
soil,soil,Fujian,2011,Enrofloxacin,Fluoroquinolones,235,235,ng/g,192
soil,soil,Fujian,2011,Enrofloxacin,Fluoroquinolones,322.7,637.3,ng/g,192
soil,soil,Fujian,2011,Ofloxacin,Fluoroquinolones,13.9,13.9,ng/g,192
soil,soil,Fujian,2011,Ofloxacin,Fluoroquinolones,23.1,23.1,ng/g,192
soil,soil,Fujian,2011,Ofloxacin,Fluoroquinolones,41.8,41.8,ng/g,192
soil,soil,Fujian,2011,Ofloxacin,Fluoroquinolones,205.7,205.7,ng/g,192
soil,soil,Fujian,2011,Oxytetracycline,Tetracyclines,15.7,23.1,ng/g,192
soil,soil,Fujian,2011,Oxytetracycline,Tetracyclines,45.4,79.5,ng/g,192
soil,soil,Fujian,2011,Oxytetracycline,Tetracyclines,131.9,219.1,ng/g,192
soil,soil,Fujian,2011,Oxytetracycline,Tetracyclines,310.20000000000005,613.2,ng/g,192
soil,soil,Fujian,2011,Tetracycline,Tetracyclines,45.4,45.4,ng/g,192
soil,soil,Fujian,2011,Tetracycline,Tetracyclines,58.1,58.1,ng/g,192
soil,soil,Fujian,2011,Tetracycline,Tetracyclines,189.8,189.8,ng/g,192
soil,soil,Guangdong,2009,Azithromycin,Macrolides,0.004,0.07,ng/g,106
soil,soil,Guangdong,2009,Erythromycin-H2O,Macrolides,0.25,0.61,ng/g,106
soil,soil,Guangdong,2009,Roxithromycin,Macrolides,0.08,0.19,ng/g,106
soil,soil,Guangdong,2009,Sulfadiazine,Sulfonamides,0.08,1.3,ng/g,106
soil,soil,Guangdong,2009,Sulfadimethoxypyrimidine,Sulfonamides,0.37,1.92,ng/g,106
soil,soil,Guangdong,2009,Sulfamethoxazole,Sulfonamides,0.2,1.22,ng/g,106
soil,soil,Guangdong,2009,Trimethoprim,Diaminopyrimidines,0.48,1.3,ng/g,106
soil,soil,Guangdong,2011,Chlortetracycline,Tetracyclines,14.5,161.5,ng/g,92
soil,soil,Guangdong,2011,Ciprofloxacin,Fluoroquinolones,3.91,42,ng/g,213
soil,soil,Guangdong,2011,Doxycycline,Tetracyclines,21.87,184.8,ng/g,92
soil,soil,Guangdong,2011,Enrofloxacin,Fluoroquinolones,5.12,24.4,ng/g,213
soil,soil,Guangdong,2011,Lomefloxacin,Fluoroquinolones,1.32,11,ng/g,213
soil,soil,Guangdong,2011,Norfloxacin,Fluoroquinolones,3.61,17.9,ng/g,213
soil,soil,Guangdong,2011,Oxytetracycline,Tetracyclines,2.38,31.85,ng/g,92
soil,soil,Guangdong,2011,Tetracycline,Tetracyclines,2.67,25.66,ng/g,92
soil,soil,Guangdong,2013,Chloramphenicol,Phenicols,4.1,NA,ng/g,209
soil,soil,Guangdong,2013,Chloramphenicol,Phenicols,5.5,NA,ng/g,209
soil,soil,Guangdong,2013,Chloramphenicol,Phenicols,6.6,NA,ng/g,209
soil,soil,Guangdong,2013,Chloramphenicol,Phenicols,10.1,NA,ng/g,209
soil,soil,Guangdong,2013,Chloramphenicol,Phenicols,11.4,NA,ng/g,209
soil,soil,Guangdong,2013,Chloramphenicol,Phenicols,22.3,NA,ng/g,209
soil,soil,Guangdong,2013,Erythromycin,Macrolides,1.1,NA,ng/g,209
soil,soil,Guangdong,2013,Erythromycin,Macrolides,3.4,NA,ng/g,209
soil,soil,Guangdong,2013,Erythromycin,Macrolides,3.5,NA,ng/g,209
soil,soil,Guangdong,2013,Erythromycin,Macrolides,3.6,NA,ng/g,209
soil,soil,Guangdong,2013,Erythromycin,Macrolides,3.7,NA,ng/g,209
soil,soil,Guangdong,2013,Erythromycin,Macrolides,4.4,NA,ng/g,209
soil,soil,Guangdong,2013,Norfloxacin,Fluoroquinolones,23.9,NA,ng/g,209
soil,soil,Guangdong,2013,Norfloxacin,Fluoroquinolones,25.5,NA,ng/g,209
soil,soil,Guangdong,2013,Norfloxacin,Fluoroquinolones,28.5,NA,ng/g,209
soil,soil,Guangdong,2013,Norfloxacin,Fluoroquinolones,34.4,NA,ng/g,209
soil,soil,Guangdong,2013,Norfloxacin,Fluoroquinolones,36.8,NA,ng/g,209
soil,soil,Guangdong,2013,Norfloxacin,Fluoroquinolones,66.7,NA,ng/g,209
soil,soil,Guangdong,2013,Sulfadimidine,Sulfonamides,1.4,NA,ng/g,209
soil,soil,Guangdong,2013,Sulfadimidine,Sulfonamides,2.1,NA,ng/g,209
soil,soil,Guangdong,2013,Sulfadimidine,Sulfonamides,2.2,NA,ng/g,209
soil,soil,Guangdong,2013,Sulfadimidine,Sulfonamides,2.8,NA,ng/g,209
soil,soil,Guangdong,2013,Sulfadimidine,Sulfonamides,3.8,NA,ng/g,209
soil,soil,Guangdong,2013,Sulfadimidine,Sulfonamides,4.2,NA,ng/g,209
soil,soil,Guangdong,2013,Tetracycline,Tetracyclines,8.9,NA,ng/g,209
soil,soil,Guangdong,2013,Tetracycline,Tetracyclines,13,NA,ng/g,209
soil,soil,Guangdong,2013,Tetracycline,Tetracyclines,15.8,NA,ng/g,209
soil,soil,Guangdong,2013,Tetracycline,Tetracyclines,17.1,NA,ng/g,209
soil,soil,Guangdong,2013,Tetracycline,Tetracyclines,18.2,NA,ng/g,209
soil,soil,Guangdong,2013,Tetracycline,Tetracyclines,21.9,NA,ng/g,209
soil,soil,Guangdong,2015,Cephalexin,Beta-lactams,5.26,26.3,ng/g,50
soil,soil,Guangdong,2015,Chlortetracycline,Tetracyclines,8.92,103.02,ng/g,115
soil,soil,Guangdong,2015,Ciprofloxacin,Fluoroquinolones,1.96,5.11,ng/g,50
soil,soil,Guangdong,2015,Ciprofloxacin,Fluoroquinolones,36.4,NA,ng/g,105
soil,soil,Guangdong,2015,Doxycycline,Tetracyclines,2.79,8.22,ng/g,50
soil,soil,Guangdong,2015,Enrofloxacin,Fluoroquinolones,41.73,NA,ng/g,105
soil,soil,Guangdong,2015,Erythromycin-H2O,Macrolides,1.75,6.6,ng/g,50
soil,soil,Guangdong,2015,Lincomycin,Lincosamides,0.2,0.98,ng/g,50
soil,soil,Guangdong,2015,Norfloxacin,Fluoroquinolones,2.97,11.2,ng/g,50
soil,soil,Guangdong,2015,Norfloxacin,Fluoroquinolones,53.96,NA,ng/g,105
soil,soil,Guangdong,2015,Ofloxacin,Fluoroquinolones,2.6,10.2,ng/g,50
soil,soil,Guangdong,2015,Ofloxacin,Fluoroquinolones,36.85,NA,ng/g,105
soil,soil,Guangdong,2015,Oxytetracycline,Tetracyclines,1.05,3.93,ng/g,50
soil,soil,Guangdong,2015,Oxytetracycline,Tetracyclines,38.39,903.13,ng/g,115
soil,soil,Guangdong,2015,Penicillin G,Beta-lactams,1.23,6.16,ng/g,50
soil,soil,Guangdong,2015,Penicillin V,Beta-lactams,4.34,14.2,ng/g,50
soil,soil,Guangdong,2015,Sulfadiazine,Sulfonamides,1.65,2.75,ng/g,50
soil,soil,Guangdong,2015,Sulfamonomethoxine,Sulfonamides,3.14,9.99,ng/g,50
soil,soil,Guangdong,2015,Sulfaquinoxaline,Sulfonamides,0.63,1.13,ng/g,50
soil,soil,Guangdong,2015,Tetracycline,Tetracyclines,5.64,30.37,ng/g,115
soil,soil,Guangdong,2015,Tylosin,Macrolides,1.43,7.14,ng/g,50
soil,soil,Guangdong,2015,Vancomycin,Other,0.77,2.34,ng/g,50
soil,soil,Guangdong,NA,Chlortetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guangdong,NA,Chlortetracycline,Tetracyclines,0.87,4.35,ng/g,20
soil,soil,Guangdong,NA,Chlortetracycline,Tetracyclines,3.93,20.19,ng/g,212
soil,soil,Guangdong,NA,Chlortetracycline,Tetracyclines,5.13,76,ng/g,18
soil,soil,Guangdong,NA,Chlortetracycline,Tetracyclines,11.88,76.09999999999998,ng/g,11
soil,soil,Guangdong,NA,Chlortetracycline,Tetracyclines,31.1,104.6,ng/g,133
soil,soil,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,9.31,17.21,ng/g,7
soil,soil,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,15.4,47.47,ng/g,186
soil,soil,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,18.14,87.79999999999998,ng/g,11
soil,soil,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,24.93,296.13,ng/g,19
soil,soil,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,26.9,119.8,ng/g,22
soil,soil,Guangdong,NA,Doxycycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guangdong,NA,Doxycycline,Tetracyclines,0.98,3.29,ng/g,212
soil,soil,Guangdong,NA,Doxycycline,Tetracyclines,3.11,6.92,ng/g,20
soil,soil,Guangdong,NA,Doxycycline,Tetracyclines,5.45,44.57,ng/g,18
soil,soil,Guangdong,NA,Enrofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guangdong,NA,Enrofloxacin,Fluoroquinolones,3.52,15.46,ng/g,7
soil,soil,Guangdong,NA,Enrofloxacin,Fluoroquinolones,7.679999999999999,24.82,ng/g,186
soil,soil,Guangdong,NA,Enrofloxacin,Fluoroquinolones,19.85,424.4,ng/g,19
soil,soil,Guangdong,NA,Enrofloxacin,Fluoroquinolones,30.52,109,ng/g,11
soil,soil,Guangdong,NA,Enrofloxacin,Fluoroquinolones,99.4,1347.6,ng/g,22
soil,soil,Guangdong,NA,Erythromycin,Macrolides,0,NA,ng/g,83
soil,soil,Guangdong,NA,Florfenicol,Phenicols,0.64,3.34,ng/g,11
soil,soil,Guangdong,NA,Lomefloxacin,Fluoroquinolones,0.17,1.96,ng/g,7
soil,soil,Guangdong,NA,Lomefloxacin,Fluoroquinolones,0.67,4.02,ng/g,19
soil,soil,Guangdong,NA,Lomefloxacin,Fluoroquinolones,0.8,3.91,ng/g,186
soil,soil,Guangdong,NA,Lomefloxacin,Fluoroquinolones,7.4,13.7,ng/g,22
soil,soil,Guangdong,NA,Norfloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guangdong,NA,Norfloxacin,Fluoroquinolones,4.8,21.81,ng/g,19
soil,soil,Guangdong,NA,Norfloxacin,Fluoroquinolones,4.98,13.13,ng/g,7
soil,soil,Guangdong,NA,Norfloxacin,Fluoroquinolones,5.1,12.8,ng/g,11
soil,soil,Guangdong,NA,Norfloxacin,Fluoroquinolones,24.95,95.15,ng/g,186
soil,soil,Guangdong,NA,Norfloxacin,Fluoroquinolones,61.9,150.2,ng/g,22
soil,soil,Guangdong,NA,Ofloxacin,Fluoroquinolones,27.2,NA,ng/g,83
soil,soil,Guangdong,NA,Oxytetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guangdong,NA,Oxytetracycline,Tetracyclines,2.74,11.62,ng/g,20
soil,soil,Guangdong,NA,Oxytetracycline,Tetracyclines,5.77,9.39,ng/g,11
soil,soil,Guangdong,NA,Oxytetracycline,Tetracyclines,6.59,46.62,ng/g,212
soil,soil,Guangdong,NA,Oxytetracycline,Tetracyclines,8.949999999999998,103.4,ng/g,18
soil,soil,Guangdong,NA,Oxytetracycline,Tetracyclines,9.6,79.7,ng/g,133
soil,soil,Guangdong,NA,Sulfadiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangdong,NA,Sulfadiazine,Sulfonamides,4.8,98.3,ng/g,119
soil,soil,Guangdong,NA,Sulfadiazine,Sulfonamides,5.5,74,ng/g,133
soil,soil,Guangdong,NA,Sulfadiazine,Sulfonamides,13.4,85.5,ng/g,22
soil,soil,Guangdong,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangdong,NA,Sulfadimethoxine,Sulfonamides,4.9,40.4,ng/g,133
soil,soil,Guangdong,NA,Sulfadimethoxypyrimidine,Sulfonamides,5.99,138,ng/g,119
soil,soil,Guangdong,NA,Sulfadimidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangdong,NA,Sulfadimidine,Sulfonamides,1.75,2.44,ng/g,11
soil,soil,Guangdong,NA,Sulfadimidine,Sulfonamides,5.5,74,ng/g,22
soil,soil,Guangdong,NA,Sulfadimidine,Sulfonamides,11.8,214,ng/g,119
soil,soil,Guangdong,NA,Sulfadimidine,Sulfonamides,16,93.5,ng/g,133
soil,soil,Guangdong,NA,Sulfadimidine,Sulfonamides,23.5,54.5,ng/g,133
soil,soil,Guangdong,NA,Sulfadimidine,Sulfonamides,43.2,688,ng/g,119
soil,soil,Guangdong,NA,Sulfaguanidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangdong,NA,Sulfamerazine,Sulfonamides,3.6,17.5,ng/g,119
soil,soil,Guangdong,NA,Sulfamerazine,Sulfonamides,13.4,85.5,ng/g,133
soil,soil,Guangdong,NA,Sulfamerazine,Sulfonamides,16,93.5,ng/g,22
soil,soil,Guangdong,NA,Sulfameter,Sulfonamides,51.4,120.4,ng/g,133
soil,soil,Guangdong,NA,Sulfamethoxazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangdong,NA,Sulfamethoxazole,Sulfonamides,23.5,54.5,ng/g,22
soil,soil,Guangdong,NA,Sulfamethoxydiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangdong,NA,Sulfamethoxydiazine,Sulfonamides,16.7,536,ng/g,119
soil,soil,Guangdong,NA,Sulfamonomethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangdong,NA,Sulfapyridine,Sulfonamides,2.6,25.7,ng/g,119
soil,soil,Guangdong,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangdong,NA,Sulfathiazole,Sulfonamides,27.2,284,ng/g,119
soil,soil,Guangdong,NA,Tetracycline,Tetracyclines,0.63,4.9,ng/g,20
soil,soil,Guangdong,NA,Tetracycline,Tetracyclines,1.13,3.97,ng/g,212
soil,soil,Guangdong,NA,Tetracycline,Tetracyclines,1.32,7.24,ng/g,18
soil,soil,Guangdong,NA,Tetracycline,Tetracyclines,26.4,NA,ng/g,83
soil,soil,Guangdong,NA,Tetracycline,Tetracyclines,44.1,74.4,ng/g,133
soil,soil,Guangdong,NA,Tetracycline,Tetracyclines,175.77,349,ng/g,11
soil,soil,Guangdong,NA,Tylosin,Macrolides,0,NA,ng/g,83
soil,soil,Guangxi,2010,Chlortetracycline,Tetracyclines,33.3,NA,ng/g,200
soil,soil,Guangxi,2010,Chlortetracycline,Tetracyclines,667,NA,ng/g,200
soil,soil,Guangxi,2010,Chlortetracycline,Tetracyclines,12900,NA,ng/g,200
soil,soil,Guangxi,2010,Ciprofloxacin,Fluoroquinolones,5.37,NA,ng/g,200
soil,soil,Guangxi,2010,Ciprofloxacin,Fluoroquinolones,14,NA,ng/g,200
soil,soil,Guangxi,2010,Difloxacin,Fluoroquinolones,4.01,NA,ng/g,200
soil,soil,Guangxi,2010,Doxycycline,Tetracyclines,18.8,NA,ng/g,200
soil,soil,Guangxi,2010,Doxycycline,Tetracyclines,499,NA,ng/g,200
soil,soil,Guangxi,2010,Enrofloxacin,Fluoroquinolones,6.22,NA,ng/g,200
soil,soil,Guangxi,2010,Enrofloxacin,Fluoroquinolones,6.83,NA,ng/g,200
soil,soil,Guangxi,2010,Enrofloxacin,Fluoroquinolones,95.8,NA,ng/g,200
soil,soil,Guangxi,2010,Lincomycin,Lincosamides,92.3,NA,ng/g,200
soil,soil,Guangxi,2010,Norfloxacin,Fluoroquinolones,9.35,NA,ng/g,200
soil,soil,Guangxi,2010,Norfloxacin,Fluoroquinolones,15.4,NA,ng/g,200
soil,soil,Guangxi,2010,Norfloxacin,Fluoroquinolones,17.9,NA,ng/g,200
soil,soil,Guangxi,2010,Ofloxacin,Fluoroquinolones,1.85,NA,ng/g,200
soil,soil,Guangxi,2010,Ofloxacin,Fluoroquinolones,108,NA,ng/g,200
soil,soil,Guangxi,2010,Ofloxacin,Fluoroquinolones,113,NA,ng/g,200
soil,soil,Guangxi,2010,Oxytetracycline,Tetracyclines,8.59,NA,ng/g,200
soil,soil,Guangxi,2010,Oxytetracycline,Tetracyclines,52.3,NA,ng/g,200
soil,soil,Guangxi,2010,Oxytetracycline,Tetracyclines,1410,NA,ng/g,200
soil,soil,Guangxi,2010,Pefloxacin,Fluoroquinolones,9.9,NA,ng/g,200
soil,soil,Guangxi,2010,Pefloxacin,Fluoroquinolones,31,NA,ng/g,200
soil,soil,Guangxi,2010,Sulfachloropyridazine,Sulfonamides,5.11,NA,ng/g,200
soil,soil,Guangxi,2010,Sulfadiazine,Sulfonamides,4.95,NA,ng/g,200
soil,soil,Guangxi,2010,Sulfadimidine,Sulfonamides,3.69,NA,ng/g,200
soil,soil,Guangxi,2010,Sulfamonomethoxine,Sulfonamides,5.37,NA,ng/g,200
soil,soil,Guangxi,2010,Sulfaquinoxaline,Sulfonamides,2.02,NA,ng/g,200
soil,soil,Guangxi,2010,Tetracycline,Tetracyclines,3.09,NA,ng/g,200
soil,soil,Guangxi,2010,Tetracycline,Tetracyclines,37.3,NA,ng/g,200
soil,soil,Guangxi,2010,Tetracycline,Tetracyclines,1010,NA,ng/g,200
soil,soil,Guangxi,2010,Trimethoprim,Diaminopyrimidines,3.2,NA,ng/g,200
soil,soil,Guangxi,NA,Chlortetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guangxi,NA,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guangxi,NA,Doxycycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guangxi,NA,Enrofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guangxi,NA,Erythromycin,Macrolides,0,NA,ng/g,83
soil,soil,Guangxi,NA,Norfloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guangxi,NA,Ofloxacin,Fluoroquinolones,1.29,NA,ng/g,83
soil,soil,Guangxi,NA,Oxytetracycline,Tetracyclines,1.55,NA,ng/g,83
soil,soil,Guangxi,NA,Sulfadiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,NA,Sulfadimidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,NA,Sulfaguanidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,NA,Sulfamethoxazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,NA,Sulfamethoxydiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,NA,Sulfamonomethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,NA,Tetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guangxi,NA,Tylosin,Macrolides,0,NA,ng/g,83
soil,soil,Guizhou,NA,Chlortetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guizhou,NA,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guizhou,NA,Doxycycline,Tetracyclines,23.2,NA,ng/g,83
soil,soil,Guizhou,NA,Enrofloxacin,Fluoroquinolones,3.25,NA,ng/g,83
soil,soil,Guizhou,NA,Erythromycin,Macrolides,0,NA,ng/g,83
soil,soil,Guizhou,NA,Norfloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guizhou,NA,Ofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guizhou,NA,Oxytetracycline,Tetracyclines,152,NA,ng/g,83
soil,soil,Guizhou,NA,Sulfadiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,NA,Sulfadimidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,NA,Sulfaguanidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,NA,Sulfamethoxazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,NA,Sulfamethoxydiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,NA,Sulfamonomethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,NA,Tetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guizhou,NA,Tylosin,Macrolides,0,NA,ng/g,83
soil,soil,Hainan,NA,Chlortetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Hainan,NA,Ciprofloxacin,Fluoroquinolones,20.7,NA,ng/g,83
soil,soil,Hainan,NA,Doxycycline,Tetracyclines,4447.5,NA,ng/g,83
soil,soil,Hainan,NA,Enrofloxacin,Fluoroquinolones,64.1,NA,ng/g,83
soil,soil,Hainan,NA,Erythromycin,Macrolides,0.2,NA,ng/g,83
soil,soil,Hainan,NA,Norfloxacin,Fluoroquinolones,0.6,NA,ng/g,83
soil,soil,Hainan,NA,Ofloxacin,Fluoroquinolones,1.8,NA,ng/g,83
soil,soil,Hainan,NA,Oxytetracycline,Tetracyclines,7580,NA,ng/g,83
soil,soil,Hainan,NA,Sulfadiazine,Sulfonamides,4.73,NA,ng/g,83
soil,soil,Hainan,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Hainan,NA,Sulfadimidine,Sulfonamides,0.67,NA,ng/g,83
soil,soil,Hainan,NA,Sulfaguanidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Hainan,NA,Sulfamethoxazole,Sulfonamides,0.07,NA,ng/g,83
soil,soil,Hainan,NA,Sulfamethoxydiazine,Sulfonamides,0.73,NA,ng/g,83
soil,soil,Hainan,NA,Sulfamonomethoxine,Sulfonamides,0.73,NA,ng/g,83
soil,soil,Hainan,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Hainan,NA,Tetracycline,Tetracyclines,83.79999999999998,NA,ng/g,83
soil,soil,Hainan,NA,Tylosin,Macrolides,0.4,NA,ng/g,83
soil,soil,Hebei,2008,Oxytetracycline,Tetracyclines,4.37,NA,ng/g,13
soil,soil,Hebei,2008,Oxytetracycline,Tetracyclines,4.87,NA,ng/g,13
soil,soil,Hebei,2008,Oxytetracycline,Tetracyclines,74.72,NA,ng/g,13
soil,soil,Hebei,2008,Tetracycline,Tetracyclines,0,NA,ng/g,13
soil,soil,Hebei,2008,Tetracycline,Tetracyclines,2.75,NA,ng/g,13
soil,soil,Hebei,2008,Tetracycline,Tetracyclines,12.88,NA,ng/g,13
soil,soil,Hebei,2008,Trimethoprim,Diaminopyrimidines,0,NA,ng/g,13
soil,soil,Hebei,2008,Trimethoprim,Diaminopyrimidines,0.43,NA,ng/g,13
soil,soil,Hebei,2016,Azithromycin,Macrolides,11.34,83.04,ng/g,147
soil,soil,Hebei,2016,Chlortetracycline,Tetracyclines,21.46,222,ng/g,147
soil,soil,Hebei,2016,Ciprofloxacin,Fluoroquinolones,5.97,140,ng/g,147
soil,soil,Hebei,2016,Danofloxacin,Fluoroquinolones,0.22,0.92,ng/g,147
soil,soil,Hebei,2016,Doxycycline,Tetracyclines,12.5,94.1,ng/g,147
soil,soil,Hebei,2016,Enrofloxacin,Fluoroquinolones,6.54,141,ng/g,147
soil,soil,Hebei,2016,Florfenicol,Phenicols,0.06,0.72,ng/g,147
soil,soil,Hebei,2016,Oxytetracycline,Tetracyclines,37.1,415,ng/g,147
soil,soil,Hebei,2016,Sarafloxacin,Fluoroquinolones,0.06,0.7,ng/g,147
soil,soil,Hebei,2016,Sulfadiazine,Sulfonamides,0.01,0.67,ng/g,147
soil,soil,Hebei,2016,Sulfadimidine,Sulfonamides,0.11,2.48,ng/g,147
soil,soil,Hebei,2016,Sulfamethoxazole,Sulfonamides,0.56,9.29,ng/g,147
soil,soil,Hebei,2016,Sulfamonomethoxine,Sulfonamides,0.71,1.78,ng/g,147
soil,soil,Hebei,2016,Sulfaquinoxaline,Sulfonamides,1.22,15.39,ng/g,147
soil,soil,Hebei,2016,Tetracycline,Tetracyclines,11.69,60.44,ng/g,147
soil,soil,Hebei,2016,Tilmicosin,Macrolides,0.42,3.1,ng/g,147
soil,soil,Hebei,2016,Tylosin,Macrolides,0.48,2.46,ng/g,147
soil,soil,Heilongjiang,2015,Chlortetracycline,Tetracyclines,32.56,NA,ng/g,137
soil,soil,Heilongjiang,2015,Doxycycline,Tetracyclines,87.53,NA,ng/g,137
soil,soil,Heilongjiang,2015,Oxytetracycline,Tetracyclines,18.27,NA,ng/g,137
soil,soil,Heilongjiang,2015,Tetracycline,Tetracyclines,43.38,NA,ng/g,137
soil,soil,Henan,2014,Ciprofloxacin,Fluoroquinolones,11.02,93.97000000000001,ng/g,87
soil,soil,Henan,2014,Sulfadiazine,Sulfonamides,54.17,104.63,ng/g,87
soil,soil,Henan,2014,Sulfadimidine,Sulfonamides,5.54,22.57,ng/g,87
soil,soil,Henan,2016,Azithromycin,Macrolides,11.34,83.04,ng/g,147
soil,soil,Henan,2016,Chlortetracycline,Tetracyclines,21.46,222,ng/g,147
soil,soil,Henan,2016,Ciprofloxacin,Fluoroquinolones,5.97,140,ng/g,147
soil,soil,Henan,2016,Danofloxacin,Fluoroquinolones,0.22,0.92,ng/g,147
soil,soil,Henan,2016,Doxycycline,Tetracyclines,12.5,94.1,ng/g,147
soil,soil,Henan,2016,Enrofloxacin,Fluoroquinolones,6.54,141,ng/g,147
soil,soil,Henan,2016,Florfenicol,Phenicols,0.06,0.72,ng/g,147
soil,soil,Henan,2016,Oxytetracycline,Tetracyclines,37.1,415,ng/g,147
soil,soil,Henan,2016,Sarafloxacin,Fluoroquinolones,0.06,0.7,ng/g,147
soil,soil,Henan,2016,Sulfadiazine,Sulfonamides,0.01,0.67,ng/g,147
soil,soil,Henan,2016,Sulfadiazine,Sulfonamides,54.17,104.63,ng/g,53
soil,soil,Henan,2016,Sulfadimidine,Sulfonamides,0.11,2.48,ng/g,147
soil,soil,Henan,2016,Sulfadimidine,Sulfonamides,5.54,22.57,ng/g,53
soil,soil,Henan,2016,Sulfamethoxazole,Sulfonamides,0.56,9.29,ng/g,147
