sample_type,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset,article_link
soil,Zhejiang,"Hangzhou, Fuyang district",Tetracycline,tetracyclines,0.79,NA,g/kg dw,2011,spring,"Wu, L. et al. Occurrence and distribution of heavy metals and tetracyclines in agricultural soils after typical land use change in east China. Environ Sci Pollut Res Int 20, 8342-8354, doi:10.1007/s11356-013-1532-1 (2013).",Zhang 2022 supplementary dataset (Sheet7 record),195,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1007/s11356-013-1532-1
soil,Zhejiang,Yangtze River Delta,Ciprofloxacin,fluoroquinolones,27.7,1030,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Doxycycline,tetracyclines,13.9,105,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Enrofloxacin,fluoroquinolones,3.98,237,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Norfloxacin,fluoroquinolones,11.2,505,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Ofloxacin,fluoroquinolones,5.86,498,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Oxytetracycline,tetracyclines,18.9,530,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Sulfadiazine,sulfonamides,0.03,0.91,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Sulfadimethoxine,sulfonamides,1.46,21.5,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Sulfadimethoxine,sulfonamides,0.29,2.44,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Sulfamerazine,sulfonamides,0.01,0.71,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Sulfamethazine,sulfonamides,0.01,0.63,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Sulfamethizole,sulfonamides,0.55,111,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,Yangtze River Delta,Tetracycline,tetracyclines,2.07,197,g/kg dw,2014,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Chlortetracycline,tetracyclines,29.207,324.725,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Chlortetracycline,tetracyclines,2.255,23.163,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Chlortetracycline,tetracyclines,0.104,1.839,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Chlortetracycline,tetracyclines,15.299756097561,324.73,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Zhangxi watershed",Chlortetracycline,tetracyclines,56.38,NA,g/kg dw,2016,summer,"Zhao, F. et al. Soil contamination with antibiotics in a typical peri-urban area in eastern China: Seasonal variation, risk assessment, and microbial responses. Journal of environmental sciences (China) 79 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),26,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Soil+contamination+with+antibiotics+in+a+typical+peri-urban+area+in+eastern+China%3A+Seasonal+variation%2C+risk+assessment%2C+and+microbial+responses
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Ciprofloxacin,fluoroquinolones,1.901,12.256,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Ciprofloxacin,fluoroquinolones,0.315,1.528,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Ciprofloxacin,fluoroquinolones,0.045,0.295,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Ciprofloxacin,fluoroquinolones,1.03378048780488,12.26,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Zhangxi watershed",Ciprofloxacin,fluoroquinolones,1.69,NA,g/kg dw,2016,summer,"Zhao, F. et al. Soil contamination with antibiotics in a typical peri-urban area in eastern China: Seasonal variation, risk assessment, and microbial responses. Journal of environmental sciences (China) 79 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),26,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Soil+contamination+with+antibiotics+in+a+typical+peri-urban+area+in+eastern+China%3A+Seasonal+variation%2C+risk+assessment%2C+and+microbial+responses
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Clarithromycin,macrolides,0.013,0.138,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Clarithromycin,macrolides,0.009,0.08,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Clarithromycin,macrolides,0.007,0.116,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Clarithromycin,macrolides,0.01,0.14,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Danofloxacin,fluoroquinolones,0.017,0.244,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Danofloxacin,fluoroquinolones,0.007,0.114,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Danofloxacin,fluoroquinolones,0.035,0.24,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Difloxacin,fluoroquinolones,0.044,0.202,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Difloxacin,fluoroquinolones,0.015,0.164,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Difloxacin,fluoroquinolones,0.067,0.172,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Difloxacin,fluoroquinolones,0.0479268292682927,0.2,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Doxycycline,tetracyclines,4.958,38.94,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Doxycycline,tetracyclines,0.236,2.591,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Doxycycline,tetracyclines,0.018,0.519,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Doxycycline,tetracyclines,2.57975609756098,38.94,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Enrofloxacin,fluoroquinolones,0.773,6.08,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Enrofloxacin,fluoroquinolones,0.11,0.483,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Enrofloxacin,fluoroquinolones,0.06,0.156,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Enrofloxacin,fluoroquinolones,0.430365853658537,6.08,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Zhangxi watershed",Enrofloxacin,fluoroquinolones,0.38,NA,g/kg dw,2016,summer,"Zhao, F. et al. Soil contamination with antibiotics in a typical peri-urban area in eastern China: Seasonal variation, risk assessment, and microbial responses. Journal of environmental sciences (China) 79 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),26,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Soil+contamination+with+antibiotics+in+a+typical+peri-urban+area+in+eastern+China%3A+Seasonal+variation%2C+risk+assessment%2C+and+microbial+responses
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Erythromycin,macrolides,0.071,0.516,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Erythromycin,macrolides,0.025,0.271,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Erythromycin,macrolides,0.117,0.615,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Erythromycin-H2O,macrolides,0.0823170731707317,0.62,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Flumequine,fluoroquinolones,0.682,24.163,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Flumequine,fluoroquinolones,0.003,0.033,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Flumequine,fluoroquinolones,0.008,0.179,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Lomefloxacin,fluoroquinolones,0.33,4.095,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Lomefloxacin,fluoroquinolones,0.169024390243902,4.1,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
